<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.23	12:00:00	1.05907	1.06015	1.05873	1.05980	3580	0	0
2023.02.23	13:00:00	1.05980	1.06044	1.05860	1.06041	3220	0	0
2023.02.23	14:00:00	1.06041	1.06192	1.06011	1.06139	4050	0	0
2023.02.23	15:00:00	1.06139	1.06211	1.05943	1.06077	9234	0	0
2023.02.23	16:00:00	1.06079	1.06165	1.05951	1.06070	9578	0	0
2023.02.23	17:00:00	1.06070	1.06087	1.05876	1.05970	9113	0	0
2023.02.23	18:00:00	1.05970	1.05984	1.05792	1.05824	6611	0	0
2023.02.23	19:00:00	1.05825	1.05858	1.05771	1.05854	4008	0	0
2023.02.23	20:00:00	1.05854	1.05933	1.05810	1.05882	3750	0	0
2023.02.23	21:00:00	1.05882	1.06030	1.05869	1.05957	3830	0	0
2023.02.23	22:00:00	1.05957	1.06033	1.05954	1.06032	2797	0	0
2023.02.23	23:00:00	1.06033	1.06033	1.05931	1.05971	1127	0	0
2023.02.24	00:00:00	1.05926	1.05960	1.05900	1.05945	667	0	8
2023.02.24	01:00:00	1.05950	1.06016	1.05938	1.05975	1035	0	2
2023.02.24	02:00:00	1.05976	1.06069	1.05951	1.06069	2951	0	1
2023.02.24	03:00:00	1.06069	1.06143	1.05936	1.06013	4786	0	0
2023.02.24	04:00:00	1.06012	1.06063	1.05947	1.05970	2407	0	1
2023.02.24	05:00:00	1.05970	1.06052	1.05967	1.05999	1574	0	0
2023.02.24	06:00:00	1.05999	1.06014	1.05958	1.06001	1307	0	0
2023.02.24	07:00:00	1.06000	1.06023	1.05973	1.05975	1653	0	0
2023.02.24	08:00:00	1.05977	1.06023	1.05966	1.05986	2161	0	0
2023.02.24	09:00:00	1.05987	1.05987	1.05884	1.05894	4322	0	0
2023.02.24	10:00:00	1.05893	1.05960	1.05800	1.05891	6282	0	0
2023.02.24	11:00:00	1.05889	1.05928	1.05845	1.05858	4109	0	0
2023.02.24	12:00:00	1.05857	1.05962	1.05827	1.05866	3349	0	0
2023.02.24	13:00:00	1.05866	1.05904	1.05735	1.05798	4270	0	0
2023.02.24	14:00:00	1.05798	1.05798	1.05643	1.05663	4635	0	0
2023.02.24	15:00:00	1.05663	1.05763	1.05438	1.05539	11930	0	0
2023.02.24	16:00:00	1.05539	1.05607	1.05362	1.05476	12607	0	0
2023.02.24	17:00:00	1.05474	1.05598	1.05402	1.05422	12433	0	0
2023.02.24	18:00:00	1.05423	1.05597	1.05402	1.05438	6992	0	0
2023.02.24	19:00:00	1.05440	1.05589	1.05431	1.05472	4280	0	0
2023.02.24	20:00:00	1.05472	1.05552	1.05441	1.05453	3812	0	0
2023.02.24	21:00:00	1.05453	1.05544	1.05441	1.05509	3394	0	0
2023.02.24	22:00:00	1.05507	1.05557	1.05465	1.05472	3683	0	0
2023.02.24	23:00:00	1.05471	1.05486	1.05438	1.05446	991	0	0
2023.02.27	00:00:00	1.05459	1.05475	1.05429	1.05449	282	0	18
2023.02.27	01:00:00	1.05450	1.05552	1.05441	1.05532	1371	0	2
2023.02.27	02:00:00	1.05533	1.05556	1.05451	1.05546	2840	0	0
2023.02.27	03:00:00	1.05546	1.05593	1.05523	1.05592	2249	0	0
2023.02.27	04:00:00	1.05589	1.05599	1.05523	1.05533	1842	0	1
2023.02.27	05:00:00	1.05533	1.05547	1.05400	1.05442	1822	0	0
2023.02.27	06:00:00	1.05442	1.05494	1.05434	1.05489	1241	0	0
2023.02.27	07:00:00	1.05489	1.05506	1.05389	1.05395	1735	0	0
2023.02.27	08:00:00	1.05395	1.05480	1.05330	1.05379	2617	0	0
2023.02.27	09:00:00	1.05379	1.05530	1.05354	1.05479	4538	0	0
2023.02.27	10:00:00	1.05480	1.05614	1.05480	1.05527	5815	0	0
2023.02.27	11:00:00	1.05525	1.05588	1.05492	1.05512	4252	0	0
2023.02.27	12:00:00	1.05512	1.05680	1.05488	1.05677	3651	0	0
2023.02.27	13:00:00	1.05676	1.05694	1.05589	1.05622	3156	0	0
2023.02.27	14:00:00	1.05622	1.05662	1.05556	1.05585	2978	0	0
2023.02.27	15:00:00	1.05584	1.05834	1.05499	1.05829	6206	0	0
2023.02.27	16:00:00	1.05829	1.05941	1.05760	1.05899	5721	0	0
2023.02.27	17:00:00	1.05899	1.06199	1.05872	1.06011	8293	0	0
2023.02.27	18:00:00	1.06011	1.06043	1.05796	1.05953	5023	0	0
2023.02.27	19:00:00	1.05953	1.06021	1.05864	1.06013	3557	0	0
2023.02.27	20:00:00	1.06013	1.06077	1.05988	1.06068	2795	0	0
2023.02.27	21:00:00	1.06068	1.06129	1.06063	1.06076	2965	0	0
2023.02.27	22:00:00	1.06076	1.06097	1.06045	1.06081	3292	0	0
2023.02.27	23:00:00	1.06080	1.06101	1.06065	1.06096	717	0	0
2023.02.28	00:00:00	1.06084	1.06090	1.05972	1.06040	1341	0	15
2023.02.28	01:00:00	1.06044	1.06105	1.06040	1.06096	1005	0	2
2023.02.28	02:00:00	1.06096	1.06148	1.06059	1.06097	1478	0	0
2023.02.28	03:00:00	1.06096	1.06103	1.05861	1.05865	2276	0	0
2023.02.28	04:00:00	1.05867	1.05987	1.05856	1.05952	1700	0	0
2023.02.28	05:00:00	1.05953	1.05963	1.05911	1.05925	1196	0	0
2023.02.28	06:00:00	1.05924	1.05927	1.05871	1.05901	1199	0	1
2023.02.28	07:00:00	1.05901	1.05908	1.05821	1.05848	1856	0	0
2023.02.28	08:00:00	1.05847	1.05927	1.05821	1.05873	2073	0	0
2023.02.28	09:00:00	1.05874	1.05969	1.05821	1.05935	3905	0	0
2023.02.28	10:00:00	1.05945	1.06201	1.05945	1.06159	5904	0	0
2023.02.28	11:00:00	1.06161	1.06254	1.06037	1.06060	4707	0	0
2023.02.28	12:00:00	1.06060	1.06172	1.06057	1.06163	3640	0	0
2023.02.28	13:00:00	1.06164	1.06187	1.06072	1.06092	3055	0	0
2023.02.28	14:00:00	1.06092	1.06195	1.06061	1.06177	3165	0	0
2023.02.28	15:00:00	1.06176	1.06319	1.06138	1.06313	4527	0	0
2023.02.28	16:00:00	1.06313	1.06408	1.06140	1.06335	6147	0	0
2023.02.28	17:00:00	1.06333	1.06454	1.06016	1.06051	10210	0	0
2023.02.28	18:00:00	1.06052	1.06172	1.06002	1.06008	6009	0	0
2023.02.28	19:00:00	1.06007	1.06099	1.05953	1.06056	3230	0	0
2023.02.28	20:00:00	1.06054	1.06068	1.05882	1.05914	2504	0	0
2023.02.28	21:00:00	1.05914	1.05958	1.05826	1.05839	2373	0	0
2023.02.28	22:00:00	1.05837	1.05839	1.05765	1.05765	1945	0	0
2023.02.28	23:00:00	1.05766	1.05787	1.05739	1.05741	996	0	0
2023.03.01	00:00:00	1.05751	1.05787	1.05695	1.05782	3466	0	14
2023.03.01	01:00:00	1.05782	1.05803	1.05750	1.05765	1141	0	2
2023.03.01	02:00:00	1.05766	1.05771	1.05654	1.05683	2297	0	0
2023.03.01	03:00:00	1.05685	1.05851	1.05672	1.05843	3096	0	0
2023.03.01	04:00:00	1.05844	1.05864	1.05814	1.05834	1650	0	1
2023.03.01	05:00:00	1.05833	1.05955	1.05819	1.05933	1671	0	0
2023.03.01	06:00:00	1.05933	1.05943	1.05882	1.05892	1347	0	0
2023.03.01	07:00:00	1.05890	1.05953	1.05889	1.05910	1615	0	0
2023.03.01	08:00:00	1.05911	1.06148	1.05894	1.06072	2987	0	0
2023.03.01	09:00:00	1.06073	1.06452	1.06045	1.06417	5510	0	0
2023.03.01	10:00:00	1.06417	1.06490	1.06258	1.06484	7210	0	0
2023.03.01	11:00:00	1.06484	1.06576	1.06377	1.06424	5040	0	0
2023.03.01	12:00:00	1.06423	1.06695	1.06400	1.06681	5816	0	0
2023.03.01	13:00:00	1.06681	1.06741	1.06551	1.06699	4550	0	0
2023.03.01	14:00:00	1.06699	1.06873	1.06636	1.06869	4254	0	0
2023.03.01	15:00:00	1.06869	1.06916	1.06692	1.06715	5339	0	0
2023.03.01	16:00:00	1.06715	1.06798	1.06651	1.06661	6838	0	0
2023.03.01	17:00:00	1.06660	1.06787	1.06434	1.06722	11945	0	0
2023.03.01	18:00:00	1.06722	1.06786	1.06594	1.06733	6490	0	0
2023.03.01	19:00:00	1.06734	1.06782	1.06644	1.06653	4042	0	0
2023.03.01	20:00:00	1.06654	1.06654	1.06501	1.06520	2383	0	0
2023.03.01	21:00:00	1.06520	1.06591	1.06465	1.06573	2542	0	0
2023.03.01	22:00:00	1.06572	1.06659	1.06563	1.06649	2521	0	0
2023.03.01	23:00:00	1.06649	1.06713	1.06645	1.06694	782	0	0
2023.03.02	00:00:00	1.06683	1.06691	1.06640	1.06675	996	0	15
2023.03.02	01:00:00	1.06675	1.06723	1.06655	1.06684	855	0	2
2023.03.02	02:00:00	1.06687	1.06728	1.06582	1.06604	1709	0	1
2023.03.02	03:00:00	1.06604	1.06620	1.06466	1.06514	3197	0	1
2023.03.02	04:00:00	1.06514	1.06568	1.06487	1.06557	2230	0	0
2023.03.02	05:00:00	1.06557	1.06559	1.06446	1.06456	1730	0	0
2023.03.02	06:00:00	1.06459	1.06508	1.06454	1.06481	1146	0	0
2023.03.02	07:00:00	1.06481	1.06489	1.06373	1.06414	1772	0	0
2023.03.02	08:00:00	1.06413	1.06437	1.06354	1.06394	2240	0	0
2023.03.02	09:00:00	1.06397	1.06448	1.06324	1.06364	3994	0	0
2023.03.02	10:00:00	1.06366	1.06391	1.06262	1.06386	6447	0	0
2023.03.02	11:00:00	1.06386	1.06430	1.06192	1.06239	5448	0	0
2023.03.02	12:00:00	1.06240	1.06313	1.06130	1.06141	5692	0	0
2023.03.02	13:00:00	1.06140	1.06307	1.06138	1.06251	4587	0	0
2023.03.02	14:00:00	1.06253	1.06312	1.06047	1.06060	5145	0	0
2023.03.02	15:00:00	1.06060	1.06100	1.05819	1.05861	8606	0	0
2023.03.02	16:00:00	1.05859	1.06075	1.05857	1.05993	9218	0	0
2023.03.02	17:00:00	1.05996	1.06147	1.05937	1.06087	8670	0	0
2023.03.02	18:00:00	1.06088	1.06130	1.05924	1.05940	5567	0	0
2023.03.02	19:00:00	1.05943	1.05952	1.05766	1.05798	3955	0	0
2023.03.02	20:00:00	1.05799	1.05942	1.05765	1.05930	4128	0	0
2023.03.02	21:00:00	1.05930	1.05995	1.05889	1.05904	4244	0	0
2023.03.02	22:00:00	1.05903	1.06065	1.05861	1.06003	3794	0	0
2023.03.02	23:00:00	1.06005	1.06005	1.05959	1.05972	1170	0	0
2023.03.03	00:00:00	1.05966	1.05977	1.05936	1.05971	444	0	14
2023.03.03	01:00:00	1.05971	1.06006	1.05942	1.05981	1190	0	2
2023.03.03	02:00:00	1.05981	1.06117	1.05968	1.06107	1476	0	0
2023.03.03	03:00:00	1.06107	1.06144	1.06052	1.06084	2684	0	0
2023.03.03	04:00:00	1.06085	1.06149	1.06019	1.06026	2311	0	0
2023.03.03	05:00:00	1.06025	1.06075	1.06021	1.06062	1410	0	0
2023.03.03	06:00:00	1.06062	1.06098	1.06052	1.06086	829	0	0
2023.03.03	07:00:00	1.06088	1.06134	1.06083	1.06091	1145	0	0
2023.03.03	08:00:00	1.06092	1.06231	1.06091	1.06213	2099	0	0
2023.03.03	09:00:00	1.06213	1.06230	1.06094	1.06100	3783	0	0
2023.03.03	10:00:00	1.06101	1.06292	1.06101	1.06213	5221	0	0
2023.03.03	11:00:00	1.06212	1.06212	1.06074	1.06101	5253	0	0
2023.03.03	12:00:00	1.06099	1.06233	1.06005	1.06167	4384	0	0
2023.03.03	13:00:00	1.06167	1.06182	1.06100	1.06147	3512	0	0
2023.03.03	14:00:00	1.06147	1.06186	1.06032	1.06127	3522	0	0
2023.03.03	15:00:00	1.06127	1.06297	1.06107	1.06225	5412	0	0
2023.03.03	16:00:00	1.06225	1.06296	1.06115	1.06136	6903	0	0
2023.03.03	17:00:00	1.06135	1.06179	1.05884	1.05977	11275	0	0
2023.03.03	18:00:00	1.05977	1.06173	1.05926	1.06160	5741	0	0
2023.03.03	19:00:00	1.06157	1.06254	1.06119	1.06249	4351	0	0
2023.03.03	20:00:00	1.06249	1.06274	1.06201	1.06246	2648	0	0
2023.03.03	21:00:00	1.06244	1.06357	1.06234	1.06348	3070	0	0
2023.03.03	22:00:00	1.06347	1.06387	1.06304	1.06353	3573	0	0
2023.03.03	23:00:00	1.06350	1.06351	1.06301	1.06328	1111	0	0
2023.03.06	00:00:00	1.06228	1.06264	1.06217	1.06252	1211	0	21
2023.03.06	01:00:00	1.06255	1.06281	1.06228	1.06255	1307	0	2
2023.03.06	02:00:00	1.06258	1.06367	1.06254	1.06267	1489	0	0
2023.03.06	03:00:00	1.06273	1.06381	1.06240	1.06364	1969	0	0
2023.03.06	04:00:00	1.06364	1.06501	1.06281	1.06452	2106	0	0
2023.03.06	05:00:00	1.06455	1.06492	1.06436	1.06458	1710	0	0
2023.03.06	06:00:00	1.06458	1.06467	1.06412	1.06427	1079	0	0
2023.03.06	07:00:00	1.06428	1.06490	1.06411	1.06485	1186	0	0
2023.03.06	08:00:00	1.06486	1.06523	1.06373	1.06435	1928	0	0
2023.03.06	09:00:00	1.06435	1.06569	1.06427	1.06485	3929	0	0
2023.03.06	10:00:00	1.06479	1.06574	1.06417	1.06417	5163	0	0
2023.03.06	11:00:00	1.06418	1.06468	1.06281	1.06292	4318	0	0
2023.03.06	12:00:00	1.06293	1.06380	1.06253	1.06283	3295	0	0
2023.03.06	13:00:00	1.06283	1.06479	1.06222	1.06394	4751	0	0
2023.03.06	14:00:00	1.06394	1.06432	1.06324	1.06414	3557	0	0
2023.03.06	15:00:00	1.06413	1.06583	1.06403	1.06547	4858	0	0
2023.03.06	16:00:00	1.06547	1.06737	1.06503	1.06688	7019	0	0
2023.03.06	17:00:00	1.06689	1.06897	1.06616	1.06788	7736	0	0
2023.03.06	18:00:00	1.06788	1.06942	1.06756	1.06937	4928	0	0
2023.03.06	19:00:00	1.06937	1.06945	1.06800	1.06852	3238	0	0
2023.03.06	20:00:00	1.06851	1.06860	1.06718	1.06738	2768	0	0
2023.03.06	21:00:00	1.06737	1.06774	1.06684	1.06758	2737	0	0
2023.03.06	22:00:00	1.06756	1.06784	1.06721	1.06773	3011	0	0
2023.03.06	23:00:00	1.06772	1.06838	1.06760	1.06830	997	0	0
2023.03.07	00:00:00	1.06819	1.06819	1.06691	1.06807	2624	0	14
2023.03.07	01:00:00	1.06804	1.06868	1.06773	1.06852	987	0	2
2023.03.07	02:00:00	1.06852	1.06861	1.06775	1.06791	1125	0	0
2023.03.07	03:00:00	1.06791	1.06888	1.06762	1.06865	1672	0	0
2023.03.07	04:00:00	1.06864	1.06926	1.06843	1.06878	1683	0	0
2023.03.07	05:00:00	1.06879	1.06919	1.06845	1.06910	2016	0	0
2023.03.07	06:00:00	1.06910	1.06932	1.06883	1.06904	967	0	0
2023.03.07	07:00:00	1.06904	1.06906	1.06814	1.06854	1086	0	0
2023.03.07	08:00:00	1.06853	1.06869	1.06762	1.06764	1803	0	0
2023.03.07	09:00:00	1.06763	1.06945	1.06747	1.06857	4324	0	0
2023.03.07	10:00:00	1.06855	1.06865	1.06700	1.06738	5808	0	0
2023.03.07	11:00:00	1.06734	1.06734	1.06557	1.06569	5322	0	0
2023.03.07	12:00:00	1.06569	1.06666	1.06543	1.06607	3521	0	0
2023.03.07	13:00:00	1.06606	1.06690	1.06556	1.06567	3755	0	0
2023.03.07	14:00:00	1.06567	1.06715	1.06502	1.06697	3742	0	0
2023.03.07	15:00:00	1.06697	1.06720	1.06528	1.06564	5164	0	0
2023.03.07	16:00:00	1.06562	1.06612	1.06403	1.06479	6932	0	0
2023.03.07	17:00:00	1.06479	1.06479	1.05740	1.05856	18098	0	0
2023.03.07	18:00:00	1.05854	1.05960	1.05702	1.05726	10327	0	0
2023.03.07	19:00:00	1.05727	1.05882	1.05660	1.05673	8274	0	0
2023.03.07	20:00:00	1.05674	1.05739	1.05522	1.05559	5204	0	0
2023.03.07	21:00:00	1.05557	1.05601	1.05460	1.05517	3631	0	0
2023.03.07	22:00:00	1.05517	1.05574	1.05498	1.05508	3595	0	0
2023.03.07	23:00:00	1.05508	1.05525	1.05471	1.05495	850	0	0
2023.03.08	00:00:00	1.05485	1.05530	1.05448	1.05506	394	0	14
2023.03.08	01:00:00	1.05507	1.05511	1.05480	1.05481	1037	0	2
2023.03.08	02:00:00	1.05484	1.05504	1.05421	1.05501	1618	0	0
2023.03.08	03:00:00	1.05501	1.05505	1.05435	1.05447	1847	0	0
2023.03.08	04:00:00	1.05448	1.05470	1.05320	1.05324	1543	0	0
2023.03.08	05:00:00	1.05325	1.05373	1.05277	1.05294	1538	0	1
2023.03.08	06:00:00	1.05294	1.05365	1.05294	1.05350	1417	0	0
2023.03.08	07:00:00	1.05350	1.05355	1.05244	1.05311	1459	0	0
2023.03.08	08:00:00	1.05311	1.05402	1.05305	1.05400	1594	0	0
2023.03.08	09:00:00	1.05396	1.05471	1.05335	1.05436	3755	0	0
2023.03.08	10:00:00	1.05436	1.05482	1.05351	1.05368	4442	0	0
2023.03.08	11:00:00	1.05368	1.05487	1.05348	1.05356	4169	0	0
2023.03.08	12:00:00	1.05356	1.05463	1.05341	1.05394	3255	0	0
2023.03.08	13:00:00	1.05394	1.05448	1.05343	1.05379	2712	0	0
2023.03.08	14:00:00	1.05379	1.05493	1.05369	1.05468	2438	0	0
2023.03.08	15:00:00	1.05468	1.05491	1.05369	1.05412	6270	0	0
2023.03.08	16:00:00	1.05412	1.05618	1.05412	1.05564	6701	0	0
2023.03.08	17:00:00	1.05564	1.05740	1.05292	1.05527	13368	0	0
2023.03.08	18:00:00	1.05528	1.05679	1.05457	1.05479	5672	0	0
2023.03.08	19:00:00	1.05479	1.05521	1.05423	1.05452	3621	0	0
2023.03.08	20:00:00	1.05452	1.05501	1.05396	1.05427	3996	0	0
2023.03.08	21:00:00	1.05427	1.05507	1.05414	1.05460	2978	0	0
2023.03.08	22:00:00	1.05460	1.05502	1.05413	1.05477	2378	0	0
2023.03.08	23:00:00	1.05476	1.05477	1.05423	1.05442	772	0	0
2023.03.09	00:00:00	1.05434	1.05452	1.05399	1.05425	826	0	15
2023.03.09	01:00:00	1.05425	1.05496	1.05413	1.05487	490	0	2
2023.03.09	02:00:00	1.05487	1.05534	1.05444	1.05468	1373	0	0
2023.03.09	03:00:00	1.05469	1.05487	1.05380	1.05405	1448	0	0
2023.03.09	04:00:00	1.05406	1.05485	1.05394	1.05454	1052	0	0
2023.03.09	05:00:00	1.05454	1.05509	1.05434	1.05492	817	0	0
2023.03.09	06:00:00	1.05493	1.05534	1.05459	1.05519	558	0	0
2023.03.09	07:00:00	1.05519	1.05555	1.05500	1.05524	931	0	0
2023.03.09	08:00:00	1.05524	1.05549	1.05484	1.05513	1079	0	0
2023.03.09	09:00:00	1.05509	1.05596	1.05495	1.05563	1865	0	0
2023.03.09	10:00:00	1.05564	1.05633	1.05482	1.05575	2506	0	0
2023.03.09	11:00:00	1.05575	1.05698	1.05505	1.05585	2616	0	0
2023.03.09	12:00:00	1.05586	1.05687	1.05534	1.05664	3006	0	0
2023.03.09	13:00:00	1.05662	1.05814	1.05661	1.05711	3529	0	0
2023.03.09	14:00:00	1.05711	1.05719	1.05538	1.05594	2699	0	0
2023.03.09	15:00:00	1.05594	1.05777	1.05526	1.05743	6882	0	0
2023.03.09	16:00:00	1.05742	1.05865	1.05665	1.05753	6796	0	0
2023.03.09	17:00:00	1.05752	1.05857	1.05669	1.05686	6049	0	0
2023.03.09	18:00:00	1.05687	1.05839	1.05637	1.05758	4401	0	0
2023.03.09	19:00:00	1.05757	1.05795	1.05696	1.05772	3131	0	0
2023.03.09	20:00:00	1.05772	1.05903	1.05730	1.05897	4205	0	0
2023.03.09	21:00:00	1.05897	1.05913	1.05756	1.05758	3453	0	0
2023.03.09	22:00:00	1.05758	1.05829	1.05725	1.05793	4581	0	0
2023.03.09	23:00:00	1.05792	1.05821	1.05751	1.05814	1405	0	0
2023.03.10	00:00:00	1.05815	1.05844	1.05744	1.05808	617	0	14
2023.03.10	01:00:00	1.05809	1.05851	1.05781	1.05851	1041	0	2
2023.03.10	02:00:00	1.05852	1.05993	1.05852	1.05986	2381	0	1
2023.03.10	03:00:00	1.05987	1.05992	1.05893	1.05946	2217	0	1
2023.03.10	04:00:00	1.05946	1.05958	1.05790	1.05896	5228	0	0
2023.03.10	05:00:00	1.05894	1.05981	1.05856	1.05967	2239	0	0
2023.03.10	06:00:00	1.05967	1.05985	1.05932	1.05945	1853	0	0
2023.03.10	07:00:00	1.05945	1.05952	1.05858	1.05867	1780	0	0
2023.03.10	08:00:00	1.05866	1.05911	1.05813	1.05837	2242	0	0
2023.03.10	09:00:00	1.05840	1.06068	1.05838	1.05948	5132	0	0
2023.03.10	10:00:00	1.05948	1.05989	1.05740	1.05917	5994	0	0
2023.03.10	11:00:00	1.05916	1.05988	1.05799	1.05814	4652	0	0
2023.03.10	12:00:00	1.05813	1.06039	1.05778	1.05878	4162	0	0
2023.03.10	13:00:00	1.05878	1.06022	1.05867	1.05896	3545	0	0
2023.03.10	14:00:00	1.05896	1.05986	1.05807	1.05944	4756	0	0
2023.03.10	15:00:00	1.05943	1.06442	1.05819	1.06217	14425	0	0
2023.03.10	16:00:00	1.06218	1.06744	1.06121	1.06665	17778	0	0
2023.03.10	17:00:00	1.06669	1.07008	1.06669	1.06874	13922	0	0
2023.03.10	18:00:00	1.06874	1.06875	1.06553	1.06589	10946	0	0
2023.03.10	19:00:00	1.06590	1.06739	1.06556	1.06685	6780	0	0
2023.03.10	20:00:00	1.06685	1.06728	1.06397	1.06432	5512	0	0
2023.03.10	21:00:00	1.06432	1.06518	1.06361	1.06434	6903	0	0
2023.03.10	22:00:00	1.06436	1.06481	1.06368	1.06372	6038	0	0
2023.03.10	23:00:00	1.06371	1.06416	1.06365	1.06381	1203	0	0
2023.03.13	00:00:00	1.06934	1.07024	1.06769	1.06921	3208	0	2
2023.03.13	01:00:00	1.06917	1.07022	1.06774	1.06808	7909	0	1
2023.03.13	02:00:00	1.06808	1.06981	1.06757	1.06814	7914	0	0
2023.03.13	03:00:00	1.06814	1.06872	1.06639	1.06686	5791	0	0
2023.03.13	04:00:00	1.06684	1.07315	1.06680	1.07303	8377	0	0
2023.03.13	05:00:00	1.07304	1.07369	1.07163	1.07170	5788	0	0
2023.03.13	06:00:00	1.07171	1.07257	1.07164	1.07178	3514	0	0
2023.03.13	07:00:00	1.07179	1.07266	1.07172	1.07204	3347	0	0
2023.03.13	08:00:00	1.07203	1.07297	1.07131	1.07214	4336	0	0
2023.03.13	09:00:00	1.07216	1.07372	1.07159	1.07254	7346	0	0
2023.03.13	10:00:00	1.07253	1.07290	1.07041	1.07076	8471	0	0
2023.03.13	11:00:00	1.07076	1.07076	1.06626	1.06704	14970	0	0
2023.03.13	12:00:00	1.06705	1.06810	1.06603	1.06742	10705	0	0
2023.03.13	13:00:00	1.06742	1.06768	1.06576	1.06641	10771	0	0
2023.03.13	14:00:00	1.06642	1.06981	1.06504	1.06964	18247	0	0
2023.03.13	15:00:00	1.06962	1.07212	1.06854	1.06994	12998	0	0
2023.03.13	16:00:00	1.06991	1.07280	1.06968	1.07227	13219	0	0
2023.03.13	17:00:00	1.07226	1.07336	1.07117	1.07333	11937	0	0
2023.03.13	18:00:00	1.07333	1.07426	1.07227	1.07397	10091	0	0
2023.03.13	19:00:00	1.07397	1.07486	1.07332	1.07384	6091	0	0
2023.03.13	20:00:00	1.07387	1.07428	1.07294	1.07340	6437	0	0
2023.03.13	21:00:00	1.07340	1.07348	1.07210	1.07298	7689	0	0
2023.03.13	22:00:00	1.07298	1.07332	1.07260	1.07308	1866	0	0
2023.03.13	23:00:00	1.07310	1.07339	1.07255	1.07286	556	0	1
2023.03.14	00:00:00	1.07274	1.07304	1.07250	1.07268	3057	0	1
2023.03.14	01:00:00	1.07268	1.07293	1.07225	1.07228	1709	0	1
2023.03.14	02:00:00	1.07228	1.07242	1.07112	1.07191	4251	0	0
2023.03.14	03:00:00	1.07191	1.07213	1.07052	1.07085	4747	0	0
2023.03.14	04:00:00	1.07085	1.07129	1.06989	1.07008	3561	0	0
2023.03.14	05:00:00	1.07009	1.07072	1.06995	1.07027	2851	0	0
2023.03.14	06:00:00	1.07028	1.07069	1.06982	1.07026	1967	0	0
2023.03.14	07:00:00	1.07026	1.07082	1.06971	1.07076	2111	0	0
2023.03.14	08:00:00	1.07076	1.07157	1.06934	1.06974	6601	0	0
2023.03.14	09:00:00	1.06974	1.07022	1.06790	1.06899	7959	0	0
2023.03.14	10:00:00	1.06899	1.07075	1.06832	1.07065	8655	0	0
2023.03.14	11:00:00	1.07065	1.07135	1.06914	1.07114	6960	0	0
2023.03.14	12:00:00	1.07112	1.07210	1.07005	1.07203	5276	0	0
2023.03.14	13:00:00	1.07199	1.07283	1.07124	1.07219	5446	0	0
2023.03.14	14:00:00	1.07219	1.07488	1.06986	1.07356	16954	0	0
2023.03.14	15:00:00	1.07357	1.07436	1.06981	1.07081	14141	0	0
2023.03.14	16:00:00	1.07082	1.07298	1.07052	1.07178	9849	0	0
2023.03.14	17:00:00	1.07180	1.07316	1.07143	1.07212	6741	0	0
2023.03.14	18:00:00	1.07212	1.07257	1.07105	1.07174	6260	0	0
2023.03.14	19:00:00	1.07174	1.07430	1.07173	1.07330	8279	0	0
2023.03.14	20:00:00	1.07330	1.07496	1.07320	1.07418	6336	0	0
2023.03.14	21:00:00	1.07418	1.07434	1.07338	1.07417	4885	0	0
2023.03.14	22:00:00	1.07420	1.07425	1.07319	1.07324	999	0	0
2023.03.14	23:00:00	1.07324	1.07352	1.07261	1.07309	212	0	7
2023.03.15	00:00:00	1.07310	1.07351	1.07305	1.07319	1800	0	2
2023.03.15	01:00:00	1.07320	1.07336	1.07250	1.07268	1072	0	1
2023.03.15	02:00:00	1.07268	1.07367	1.07252	1.07340	3038	0	0
2023.03.15	03:00:00	1.07340	1.07394	1.07312	1.07381	2717	0	0
2023.03.15	04:00:00	1.07383	1.07599	1.07375	1.07562	3725	0	0
2023.03.15	05:00:00	1.07562	1.07572	1.07494	1.07510	2083	0	0
2023.03.15	06:00:00	1.07510	1.07539	1.07430	1.07449	1727	0	0
2023.03.15	07:00:00	1.07450	1.07464	1.07360	1.07382	2403	0	0
2023.03.15	08:00:00	1.07383	1.07414	1.07307	1.07343	3200	0	0
2023.03.15	09:00:00	1.07344	1.07444	1.07275	1.07375	5743	0	0
2023.03.15	10:00:00	1.07375	1.07437	1.07268	1.07317	5857	0	0
2023.03.15	11:00:00	1.07316	1.07330	1.06657	1.06781	9749	0	0
2023.03.15	12:00:00	1.06781	1.06844	1.06197	1.06268	11737	0	0
2023.03.15	13:00:00	1.06268	1.06296	1.05805	1.05876	10886	0	0
2023.03.15	14:00:00	1.05875	1.05954	1.05526	1.05567	14690	0	0
2023.03.15	15:00:00	1.05564	1.05586	1.05224	1.05452	15199	0	0
2023.03.15	16:00:00	1.05452	1.05649	1.05295	1.05473	13279	0	0
2023.03.15	17:00:00	1.05478	1.05503	1.05160	1.05338	8696	0	0
2023.03.15	18:00:00	1.05338	1.05505	1.05276	1.05422	7526	0	0
2023.03.15	19:00:00	1.05422	1.05629	1.05422	1.05569	7737	0	0
2023.03.15	20:00:00	1.05569	1.05901	1.05473	1.05858	10525	0	0
2023.03.15	21:00:00	1.05857	1.05925	1.05746	1.05803	10325	0	0
2023.03.15	22:00:00	1.05802	1.05834	1.05739	1.05761	1748	0	0
2023.03.15	23:00:00	1.05748	1.05783	1.05724	1.05766	316	0	9
2023.03.16	00:00:00	1.05757	1.05812	1.05737	1.05783	2320	0	1
